category	mir	disease	pmid	description
transcription factor target	hsa-mir-9-1	Colon Neoplasms	22286762	Sulindac inhibits tumor cell invasion by suppressing NF-kB-mediated transcription of microRNAs.
transcription factor target	hsa-mir-9-2	Breast Neoplasms	22286762	Sulindac inhibits tumor cell invasion by suppressing NF-kB-mediated transcription of microRNAs.
transcription factor target	hsa-mir-9-2	Colon Neoplasms	22286762	Sulindac inhibits tumor cell invasion by suppressing NF-kB-mediated transcription of microRNAs.
transcription factor target	hsa-mir-9-3	Breast Neoplasms	22286762	Sulindac inhibits tumor cell invasion by suppressing NF-kB-mediated transcription of microRNAs.
transcription factor target	hsa-mir-9-3	Colon Neoplasms	22286762	Sulindac inhibits tumor cell invasion by suppressing NF-kB-mediated transcription of microRNAs.
transcription factor target	hsa-mir-200a	Colorectal Carcinoma	22286765	SIX1-induced CDH1 repression and EMT in CRC cells were correlated at least in part with posttranscriptional ZEB1 activation and miR-200-family transcriptional repression.
transcription factor target	hsa-mir-200b	Colorectal Carcinoma	22286765	SIX1-induced CDH1 repression and EMT in CRC cells were correlated at least in part with posttranscriptional ZEB1 activation and miR-200-family transcriptional repression.
transcription factor target	hsa-mir-200c	Colorectal Carcinoma	22286765	SIX1-induced CDH1 repression and EMT in CRC cells were correlated at least in part with posttranscriptional ZEB1 activation and miR-200-family transcriptional repression.
transcription factor target	hsa-mir-34a	Esophageal Neoplasms	22292433	Transcriptional activation of microRNA-34a by NF-kappa B in human esophageal cancer cells.
transcription factor target	hsa-mir-196b	Gastric Neoplasms	22298639	miR-196b expression was significantly repressed by ETS2 during gastric cancer oncogenesis.
transcription factor target	hsa-mir-199a-1	"Carcinoma, Hepatocellular"	22359598	ER Stress Negatively Modulates the Expression of the miR-199a/214 Cluster to Regulates Tumor Survival and Progression in Human Hepatocellular Cancer.
transcription factor target	hsa-mir-199a-2	"Carcinoma, Hepatocellular"	22359598	ER Stress Negatively Modulates the Expression of the miR-199a/214 Cluster to Regulates Tumor Survival and Progression in Human Hepatocellular Cancer.
transcription factor target	hsa-mir-214	"Carcinoma, Hepatocellular"	22359598	ER Stress Negatively Modulates the Expression of the miR-199a/214 Cluster to Regulates Tumor Survival and Progression in Human Hepatocellular Cancer.
transcription factor target	hsa-let-7a-1	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7a-2	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7a-3	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7b	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7c	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7d	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7e	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7f-1	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7f-2	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7g	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-let-7i	Breast Neoplasms	22388088	"SHP2 activated stemness-associated transcription factors, including v-myc myelocytomatosis viral oncogene homolog (c-Myc) and zinc finger E-box binding homeobox 1 (ZEB1), which resulted in the repression of let-7 microRNA and the expression of a set of 'SHP2 signature' genes."
transcription factor target	hsa-mir-155	Breast Neoplasms	22797073	Mutant p53 drives invasion in breast tumors through up-regulation of miR-155.
transcription factor target	hsa-mir-302a	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-302b	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-302c	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-302d	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-302e	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-302f	Head And Neck Neoplasms	22847005	"Hyaluronan-CD44v3 interaction with Oct4/Sox2/Nanog promotes miR-302 expression leading to self-renewal, clonal formation and cisplatin resistance in cancer stem cells from head and neck squamous cell carcinoma."
transcription factor target	hsa-mir-29c	Influenza	22850539	Induction of the cellular microRNA-29c by influenza virus contributes to virus-mediated apoptosis through repression of antiapoptotic factors BCL2L2.
transcription factor target	hsa-mir-373	Cholangiocarcinoma	22876037	Mutual regulation between microRNA-373 and methyl-CpG-binding domain protein 2 in hilar cholangiocarcinoma.
transcription factor target	hsa-mir-132	Prostate Neoplasms	22916239	Luteolin Induces microRNA-132 Expression and Modulates Neurite Outgrowth in PC12 Cells.
transcription factor target	hsa-mir-9-1	Colon Neoplasms	23045246	Prospero homeobox 1 promotes epithelial-mesenchymal transition in colon cancer cells by inhibiting E-cadherin via miR-9
transcription factor target	hsa-mir-9-2	Colon Neoplasms	23045246	Prospero homeobox 1 promotes epithelial-mesenchymal transition in colon cancer cells by inhibiting E-cadherin via miR-9
transcription factor target	hsa-mir-720	Esophageal Neoplasms	23154181	SnoN/SKIL modulates proliferation through control of hsa-miR-720 transcription in esophageal cancer cells
transcription factor target	hsa-mir-150	"Scleroderma, Systemic"	23159943	miR-150 Down-Regulation Contributes to the Constitutive Type I Collagen Overexpression in Scleroderma Dermal Fibroblasts via the Induction of Integrin §Ø©ã
transcription factor target	hsa-mir-9-1	Glioma	23185366	The CREB-miR-9 negative feedback minicircuitry coordinates the migration and proliferation of glioma cells
transcription factor target	hsa-mir-9-2	Glioma	23185366	The CREB-miR-9 negative feedback minicircuitry coordinates the migration and proliferation of glioma cells
transcription factor target	hsa-mir-29b-1	Multiple Myeloma	23190608	miR-29b sensitizes multiple myeloma cells to bortezomib-induced apoptosis through the activation of a feedback loop with the transcription factor Sp1
transcription factor target	hsa-mir-29b-2	Multiple Myeloma	23190608	miR-29b sensitizes multiple myeloma cells to bortezomib-induced apoptosis through the activation of a feedback loop with the transcription factor Sp1
transcription factor target	hsa-mir-138-1	"Leukemia, Myeloid"	23208504	BCR-ABL/GATA1/miR-138 mini circuitry contributes to the leukemogenesis of chronic myeloid leukemia
transcription factor target	hsa-mir-138-2	"Leukemia, Myeloid"	23208504	BCR-ABL/GATA1/miR-138 mini circuitry contributes to the leukemogenesis of chronic myeloid leukemia
transcription factor target	hsa-mir-205	Urinary Bladder Cancer	23239884	The p63 isoform deltaNp63§Ø©ãinhibits epithelial-mesenchymal transition in human bladder cancer cells: Role of miR205
transcription factor target	hsa-mir-370	Neoplasms [unspecific]	23333300	Stat3 inhibits WTX expression through up-regulation of microRNA-370 in Wilms tumor
transcription factor target	hsa-mir-21	Liver Neoplasms	23355454	microRNA 21-mediated suppression of Sprouty1 by Pokemon affects liver cancer cell growth and proliferation
transcription factor target	hsa-mir-221	Melanoma	23400877	The abrogation of the HOXB7/PBX2 complex induces apoptosis in melanoma through the miR-221&222-c-FOS pathway
transcription factor target	hsa-mir-222	Melanoma	23400877	The abrogation of the HOXB7/PBX2 complex induces apoptosis in melanoma through the miR-221&222-c-FOS pathway
transcription factor target	hsa-mir-30d	"Carcinoma, Renal Cell"	23416459	MiR-30d induces apoptosis and is regulated by the Akt/FOXO pathway in renal cell carcinoma
transcription factor target	hsa-mir-203	Breast Neoplasms	23447531	Signaling between TGF-beta and Transcription factor SNAI2 Represses Expression of microRNA miR-203 to Promote Epithelial-Mesenchymal Transition and Tumor Metastasis
transcription factor target	hsa-mir-125b-1	Prostate Neoplasms	23503464	Regulation of several androgen-induced genes through the repression of the miR-99a/let-7c/miR-125b-2 miRNA cluster in prostate cancer cells
transcription factor target	hsa-mir-125b-2	Prostate Neoplasms	23503464	Regulation of several androgen-induced genes through the repression of the miR-99a/let-7c/miR-125b-2 miRNA cluster in prostate cancer cells
transcription factor target	hsa-mir-99a	Prostate Neoplasms	23503464	Regulation of several androgen-induced genes through the repression of the miR-99a/let-7c/miR-125b-2 miRNA cluster in prostate cancer cells
transcription factor target	hsa-mir-125b-1	"Lymphoma, T-Cell"	23527180	cMyc/miR-125b-5p Signalling Determines Sensitivity to Bortezomib in Preclinical Model of Cutaneous T-Cell Lymphomas
transcription factor target	hsa-mir-125b-2	"Lymphoma, T-Cell"	23527180	cMyc/miR-125b-5p Signalling Determines Sensitivity to Bortezomib in Preclinical Model of Cutaneous T-Cell Lymphomas
transcription factor target	hsa-mir-191	Breast Neoplasms	23542418	"MicroRNA-191, an estrogen responsive microRNA, functions as an oncogenic regulator in human breast cancer"
transcription factor target	hsa-mir-144	Alzheimer Disease	23546882	MicroRNA-144 Is Regulated by Activator Protein-1 (AP-1) and Decreases Expression of Alzheimer's Disease-related A Disintegrin And Metalloprotease 10 (ADAM10)
transcription factor target	hsa-mir-506	Breast Neoplasms	23717581	miR-506 Regulates Epithelial Mesenchymal Transition in Breast Cancer Cell Lines.
transcription factor target	hsa-mir-370	"Carcinoma, Hepatocellular"	23728999	Perturbation of miR-370-LIN28A-NF-¦ÊB regulatory circuit contributes to the development of hepatocellular carcinoma.
transcription factor target	hsa-mir-155	"Leukemia, Lymphocytic, Chronic, B-Cell"	23750211	Signal Transducer and Activator of Transcription-3 Induces MicroRNA-155 Expression in Chronic Lymphocytic Leukemia.
transcription factor target	hsa-mir-27a	Breast Neoplasms	23752185	miR-27a regulates endothelial differentiation of breast cancer stem like cells.
transcription factor target	hsa-mir-200a	Neoplasms [unspecific]	23759590	KDM5B histone demethylase controls epithelial-mesenchymal transition of cancer cells by regulating the expression of the microRNA-200 family.
transcription factor target	hsa-mir-200b	Neoplasms [unspecific]	23759590	KDM5B histone demethylase controls epithelial-mesenchymal transition of cancer cells by regulating the expression of the microRNA-200 family.
transcription factor target	hsa-mir-200c	Neoplasms [unspecific]	23759590	KDM5B histone demethylase controls epithelial-mesenchymal transition of cancer cells by regulating the expression of the microRNA-200 family.
transcription factor target	hsa-mir-127	"Carcinoma, Hepatocellular"	23762330	A Feedback Inhibition between miRNA-127 and TGFbeta/c-Jun Cascade in HCC Cell Migration via MMP13.
transcription factor target	hsa-mir-199a-1	"Muscular Dystrophy, Duchenne"	23764775	"MicroRNA-199a is induced in dystrophic muscle and affects WNT signaling, cell proliferation, and myogenic differentiation."
transcription factor target	hsa-mir-199a-2	"Muscular Dystrophy, Duchenne"	23764775	"MicroRNA-199a is induced in dystrophic muscle and affects WNT signaling, cell proliferation, and myogenic differentiation."
transcription factor target	hsa-mir-134	"Carcinoma, Hepatocellular"	23775631	Hepatocyte nuclear factor-4¦Á reverses malignancy of hepatocellular carcinoma through regulating mir-134 in the DLK1-DIO3 region.
transcription factor target	hsa-mir-373	Pancreatic Neoplasms	23857777	A novel epigenetic CREB-miR-373 axis mediates ZIP4-induced pancreatic cancer growth.
transcription factor target	hsa-mir-1	Neoplasms [unspecific]	23921124	Transcription factor NRF2 regulates miR-1 and miR-206 to drive tumorigenesis.
transcription factor target	hsa-mir-206	Neoplasms [unspecific]	23921124	Transcription factor NRF2 regulates miR-1 and miR-206 to drive tumorigenesis.
transcription factor target	hsa-mir-205	Prostate Neoplasms	23924028	The evidence that miR-205 replacement in PCa cells is able not only to prevent but also to revert the oxidative/pro-inflammatory axis leading to EMT induced by CAFs sets the rationale for developing miRNA-based approaches to prevent and treat metastatic disease.
transcription factor target	hsa-mir-125b	"Carcinoma, Cervical"	23928699	OCT4 promotes tumorigenesis and inhibits apoptosis of cervical cancer cells by miR-125b/BAK1 pathway.
transcription factor target	hsa-mir-23a	Gastrointestinal Neoplasms	23929433	miR-23a inhibits E-cadherin expression and is regulated by AP-1 and NFAT4 complex during Fas-induced EMT in gastrointestinal cancer.
transcription factor target	hsa-mir-143	Neoplasms [unspecific]	23932921	DDX6 post-transcriptionally down-regulates miR-143/145 expression through host gene NCR143/145 in cancer cells.
transcription factor target	hsa-mir-145	Neoplasms [unspecific]	23932921	DDX6 post-transcriptionally down-regulates miR-143/145 expression through host gene NCR143/145 in cancer cells.
transcription factor target	hsa-mir-20b	Breast Neoplasms	23945289	Crucial role for early growth response-1 in the transcriptional regulation of miR-20b in breast cancer.
transcription factor target	hsa-mir-30c	"Leukemia, Myeloid, Acute"	23974200	Transcription factor C/EBP¦Á-induced microRNA-30c inactivates Notch1 during granulopoiesis and is downregulated in acute myeloid leukemia.
transcription factor target	hsa-mir-204	Diabetes Mellitus	23975026	The newly identified TXNIP-miR-204-MAFA-insulin pathway may contribute to diabetes progression and provides new insight into TXNIP function and microRNA biology in health and disease.
transcription factor target	hsa-mir-141	Breast Neoplasms	23975430	Significance of PELP1/HDAC2/miR-200 regulatory network in EMT and metastasis of breast cancer.
transcription factor target	hsa-mir-200a	Breast Neoplasms	23975430	Significance of PELP1/HDAC2/miR-200 regulatory network in EMT and metastasis of breast cancer.
transcription factor target	hsa-mir-224	"Carcinoma, Hepatocellular"	23988648	miR-224 is critical for celastrol-induced inhibition of migration and invasion of hepatocellular carcinoma cells.
transcription factor target	hsa-mir-198	Pancreatic Neoplasms	23989979	"miR-198 acts as a central tumor suppressor and modulates the molecular makeup of a critical interactome in pancreatic cancer, indicating a potential prognostic marker signature and the therapeutic potential of attacking this tumorigenic network through a central vantage point."
transcription factor target	hsa-mir-122	"Carcinoma, Hepatocellular"	24038073	Reciprocal regulation of microRNA-122 and c-Myc in hepatocellular cancer: role of E2F1 and transcription factor dimerization partner 2.
transcription factor target	hsa-mir-155	Breast Neoplasms	24080728	MicroRNA-155 broadly orchestrates inflammation-induced changes of microRNA expression in breast cancer
transcription factor target	hsa-mir-26a	Glioblastoma	24140063	C-Myc negatively controls the tumor suppressor PTEN by upregulating miR-26a in glioblastoma multiforme cells.
transcription factor target	hsa-mir-203	"Carcinoma, Colon"	24145190	Maintenance of the stemness in CD44(+) HCT-15 and HCT-116 human colon cancer cells requires miR-203 suppression.
transcription factor target	hsa-mir-365	Gastric Neoplasms	24149576	Akt-p53-miR-365-cyclin D1/cdc25A axis contributes to gastric tumorigenesis induced by PTEN deficiency.
transcription factor target	hsa-mir-184	"Carcinoma, Nasopharyngeal"	24157866	Tumor suppressor PDCD4 modulates miR-184-mediated direct suppression of C-MYC and BCL2 blocking cell growth and survival in nasopharyngeal carcinoma.
transcription factor target	hsa-mir-200c	Prostate Neoplasms	24186205	TMPRSS2-ERG gene fusions induce prostate tumorigenesis by modulating microRNA miR-200c.
transcription factor target	hsa-mir-548	"Lymphoma, Non-Hodgkin"	24216476	A microenvironment-mediated c-Myc/miR-548m/HDAC6 amplification loop in non-Hodgkin B cell lymphomas.
transcription factor target	hsa-mir-183	Neoplasms [unspecific]	24277930	A p21-ZEB1 complex inhibits epithelial-mesenchymal transition through the microRNA 183-96-182 cluster.
transcription factor target	hsa-mir-15a	Colorectal Carcinoma	24285725	p53-induced miR-15a/16-1 and AP4 form a double-negative feedback loop to regulate epithelial-mesenchymal transition and metastasis in colorectal cancer.
transcription factor target	hsa-mir-16-1	Colorectal Carcinoma	24285725	p53-induced miR-15a/16-1 and AP4 form a double-negative feedback loop to regulate epithelial-mesenchymal transition and metastasis in colorectal cancer.
transcription factor target	hsa-mir-106b	Breast Neoplasms	24292682	high level of miR-106b induced by TGF-¦Â determines the tumor-promoting effects of TGF-¦Â in breast cancer.
transcription factor target	hsa-mir-221	Glioblastoma	24295494	miR-221/222 confers radioresistance in glioblastoma cells through activating Akt independent of PTEN status.
transcription factor target	hsa-mir-222	Glioblastoma	24295494	miR-221/222 confers radioresistance in glioblastoma cells through activating Akt independent of PTEN status.
transcription factor target	hsa-mir-183	Gastric Neoplasms	24335145	Glycogen synthase kinase 3 beta inhibits microRNA-183-96-182 cluster via the ¦Â-Catenin/TCF/LEF-1 pathway in gastric cancer cells.
transcription factor target	hsa-mir-96	Gastric Neoplasms	24335145	Glycogen synthase kinase 3 beta inhibits microRNA-183-96-182 cluster via the ¦Â-Catenin/TCF/LEF-1 pathway in gastric cancer cells.
transcription factor target	hsa-mir-17	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-18	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-19a	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-19b-1	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-20a	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-92-1	Cardiovascular Diseases [unspecific]	24378993	Crosstalk between TGF-¦Â/Smad3 and BMP/BMPR2 signaling pathways via miR-17-92 cluster in carotid artery restenosis.
transcription factor target	hsa-mir-199a	Testicular Germ Cell Tumor	24391856	Molecular mechanisms of regulation and action of microRNA-199a in testicular germ cell tumor and glioblastomas.
transcription factor target	hsa-mir-134	Glioblastoma	24440911	"Multiple receptor tyrosine kinases converge on microRNA-134 to control KRAS,STAT5B, and glioblastoma."
transcription factor target	hsa-mir-320a	Colorectal Carcinoma	24454819	E2A predicts prognosis of colorectal cancer patients and regulates cancer cell growth by targeting miR-320a.
transcription factor target	hsa-mir-145	"Diabetes Mellitus, Type 2"	24548410	miR-145 plays a role in the development of resistin-induced insulin resistance via the p65 pathway.
transcription factor target	hsa-mir-146a	Colorectal Carcinoma	24561623	MicroRNA-146a directs the symmetric division of Snail-dominant colorectal cancer stem cells.
transcription factor target	hsa-mir-31	Breast Neoplasms	24582497	The breast cancer oncogene EMSY represses transcription of antimetastatic microRNA miR-31.
transcription factor target	hsa-mir-100	Neoplasms [unspecific]	24586203	"miR-100 induces epithelial-mesenchymal transition but suppresses tumorigenesis, migration and invasion."
transcription factor target	hsa-mir-146b	"Carcinoma, Esophageal"	24589738	Transcriptional regulation of miR-146b by C/EBP¦Â LAP2 in esophageal cancer cells.
transcription factor target	hsa-mir-26a	Idiopathic Pulmonary Fibrosis	24594795	The antifibrotic effects and mechanisms of microRNA-26a action in idiopathic pulmonary fibrosis.
transcription factor target	hsa-mir-204	"Carcinoma, Nasopharyngeal"	24613926	Down-regulation of miRNA-204 by LMP-1 enhances CDC42 activity and facilitates invasion of EBV-associated nasopharyngeal carcinoma cells.
transcription factor target	hsa-mir-124	Colorectal Carcinoma	24619225	The pro-apoptotic role of the regulatory feedback loop between miR-124 and PKM1/HNF4¦Á in colorectal cancer cells.
transcription factor target	hsa-mir-145	Colorectal Carcinoma	24631504	Peroxisome proliferator-activated receptor ¦Ã-mediated induction of microRNA-145 opposes tumor phenotype in colorectal cancer.
transcription factor target	hsa-mir-34a	Colorectal Carcinoma	24642471	IL-6R/STAT3/miR-34a feedback loop promotes EMT-mediated colorectal cancer invasion and metastasis.
transcription factor target	hsa-mir-29	"Diabetes Mellitus, Type 2"	24722248	MicroRNA-29 fine-tunes the expression of key FOXA2-activated lipid metabolism genes and is dysregulated in animal models of insulin resistance and diabetes.
transcription factor target	hsa-mir-223	"Leukemia, Lymphoblastic, Acute, T-Cell"	24727676	Notch and NF-kB signaling pathways regulate miR-223/FBXW7 axis in T-cell acute lymphoblastic leukemia.
transcription factor target	hsa-mir-210	Melanoma	24767210	Distinct microRNA expression signatures are associated with melanoma subtypes and are regulated by HIF1A.
transcription factor target	hsa-mir-218	Melanoma	24767210	Distinct microRNA expression signatures are associated with melanoma subtypes and are regulated by HIF1A.
transcription factor target	hsa-mir-224	Melanoma	24767210	Distinct microRNA expression signatures are associated with melanoma subtypes and are regulated by HIF1A.
transcription factor target	hsa-mir-452	Melanoma	24767210	Distinct microRNA expression signatures are associated with melanoma subtypes and are regulated by HIF1A.
transcription factor target	hsa-mir-181c	Hepatitis C Virus Infection	24789793	Transcriptional suppression of miR-181c by hepatitis C virus enhances homeobox A1 expression.
transcription factor target	hsa-mir-200b	"Adenocarcinoma, Lung"	24830600	the HDAC1/4/Sp1/miR-200b/E2F3 pathway is responsible for chemoresistance of docetaxel-resistant LAD cells.
transcription factor target	hsa-mir-28	"Lymphoma, B-Cell"	24843176	MicroRNA 28 controls cell proliferation and is down-regulated in B-cell lymphomas.
transcription factor target	hsa-mir-509	"Carcinoma, Hepatocellular"	24882622	The oncoprotein HBXIP up-regulates SCG3 through modulating E2F1 and miR-509-3p in hepatoma cells.
transcription factor target	hsa-mir-210	Idiopathic Pulmonary Fibrosis	24951777	miR-210 promotes IPF fibroblast proliferation in response to hypoxia.
transcription factor target	hsa-mir-128	Glioma	24959930	"An axis involving SNAI1, microRNA-128 and SP1 modulates glioma progression."
transcription factor target	hsa-mir-21	Myocardial Ischemic-Reperfusion Injury	24983504	A feedback regulatory loop between HIF-1¦Á and miR-21 in response to hypoxia in cardiomyocytes.
transcription factor target	hsa-mir-203	"Squamous Cell Carcinoma, Esophageal"	24994936	EGF-induced C/EBP¦Â participates in EMT by decreasing the expression of miR-203 in esophageal squamous cell carcinoma cells.
transcription factor target	hsa-mir-199a	Gastric Neoplasms	25080937	SRF expedites metastasis and modulates the epithelial to mesenchymal transition by regulating miR-199a-5p expression in human gastric cancer.
transcription factor target	hsa-mir-21	"Carcinoma, Hepatocellular"	25087183	Hepatitis B virus X protein promotes hepatocellular carcinoma transformation through interleukin-6 activation of microRNA-21 expression.
transcription factor target	hsa-mir-155	"Leukemia, Myeloid, Acute"	25092123	LIFR¦Á-CT3 induces differentiation of a human acute myelogenous leukemia cell line HL-60 by suppressing miR-155 expression through the JAK/STAT pathway.
transcription factor target	hsa-mir-191	Pancreatic Neoplasms	25119596	The clinical significance and regulation mechanism of hypoxia-inducible factor-1 and miR-191 expression in pancreatic cancer.
transcription factor target	hsa-mir-9	MELAS Syndrome	25149473	The ROS-sensitive microRNA-9/9* controls the expression of mitochondrial tRNA-modifying enzymes and is involved in the molecular mechanism of MELAS syndrome.
transcription factor target	hsa-mir-590	Breast Neoplasms	25150595	A feedback expression of microRNA-590 and activating transcription factor-3 in human breast cancer cells.
transcription factor target	hsa-mir-425	Gastric Neoplasms	25154996	There is a critical role for NF-kappa B-dependent up-regulation of miR-425. And it represents a new pathway for the repression of phosphatase and tensin homolog activation and the promotion of cell survival upon IL-1¦Â induction.
transcription factor target	hsa-mir-31	"Carcinoma, Oral"	25229239	EGF up-regulates miR-31 through the C/EBP¦Â signal cascade in oral carcinoma.
transcription factor target	hsa-mir-1	"Carcinoma, Nasopharyngeal"	25237831	EZH2 promotes angiogenesis through inhibition of miR-1/Endothelin-1 axis in nasopharyngeal carcinoma.
transcription factor target	hsa-mir-200b	"Adenocarcinoma, Lung"	25279705	Histone deacetylase 1/Sp1/microRNA-200b signaling accounts for maintenance of cancer stem-like cells in human lung adenocarcinoma.
transcription factor target	hsa-mir-21	Glioma	25305446	Kr¨¹ppel-like factor 9 inhibits glioma cell proliferation and tumorigenicity via downregulation of miR-21.
transcription factor target	hsa-mir-125b-1	"Leukemia, Myeloid, Acute"	25323587	NRF2-driven miR-125B1 and miR-29B1 transcriptional regulation controls a novel anti-apoptotic miRNA regulatory network for AML survival.
transcription factor target	hsa-mir-29b-1	"Leukemia, Myeloid, Acute"	25323587	NRF2-driven miR-125B1 and miR-29B1 transcriptional regulation controls a novel anti-apoptotic miRNA regulatory network for AML survival.
transcription factor target	hsa-mir-31	Prostate Neoplasms	25341040	Polycomb protein EZH2 suppresses apoptosis by silencing the proapoptotic miR-31.
transcription factor target	hsa-mir-224	Melanoma	25341426	E2F1 induces miR-224/452 expression to drive EMT through TXNIP downregulation.
transcription factor target	hsa-mir-452	Melanoma	25341426	E2F1 induces miR-224/452 expression to drive EMT through TXNIP downregulation.
transcription factor target	hsa-mir-200	"Carcinoma, Colon"	25371200	MicroRNA-200 (miR-200) cluster regulation by achaete scute-like 2 (Ascl2): impact on the epithelial-mesenchymal transition in colon cancer cells.
transcription factor target	hsa-mir-188	Alzheimer Disease	25378159	Synaptic and cognitive improvements by inhibition of 2-AG metabolism are through upregulation of microRNA-188-3p in a mouse model of Alzheimer's disease.
transcription factor target	hsa-let-7c	Breast Neoplasms	25388283	"HER2 protein expression and activity are negatively correlated with let-7c expression in TCGA. In summary, we identified an ER-regulated miRNA cluster that regulates HER2, is lost with progression to estrogen independence, and may serve as a biomarker of poor outcome in ER(+) luminal A breast cancer patients."
transcription factor target	hsa-mir-125b	Breast Neoplasms	25388283	"HER2 protein expression and activity are negatively correlated with let-7c expression in TCGA. In summary, we identified an ER-regulated miRNA cluster that regulates HER2, is lost with progression to estrogen independence, and may serve as a biomarker of poor outcome in ER(+) luminal A breast cancer patients."
